iter 1:, hard_loss_metric=0.20000008, full_loss_metric=0.19998790, full_loss_num=122880.00000000, mean_dist=0.00002156, lr=0.000100, hard or full='full'
iter 179:, hard_loss_metric=0.16538031, full_loss_metric=0.15286891, full_loss_num=4830.32226562, mean_dist=1.51806092, lr=0.000100, hard or full='full'
0:07:52.806364
iter 180:, hard_loss_metric=0.19708261, full_loss_metric=0.15038224, full_loss_num=4713.24169922, mean_dist=1.64076114, lr=0.000100, hard or full='full'
iter 181:, hard_loss_metric=0.20761782, full_loss_metric=0.19436441, full_loss_num=5630.85449219, mean_dist=1.47626364, lr=0.000100, hard or full='full'
iter 182:, hard_loss_metric=0.18184765, full_loss_metric=0.17019287, full_loss_num=3827.74194336, mean_dist=1.52730906, lr=0.000100, hard or full='full'
iter 183:, hard_loss_metric=0.19361965, full_loss_metric=0.20277822, full_loss_num=4674.58056641, mean_dist=1.62399089, lr=0.000100, hard or full='full'
iter 184:, hard_loss_metric=0.19486119, full_loss_metric=0.16092369, full_loss_num=5022.40283203, mean_dist=1.53663778, lr=0.000100, hard or full='full'
iter 185:, hard_loss_metric=0.21832505, full_loss_metric=0.19011554, full_loss_num=5827.20947266, mean_dist=1.37841606, lr=0.000100, hard or full='full'
iter 186:, hard_loss_metric=0.19675383, full_loss_metric=0.18472432, full_loss_num=4942.88671875, mean_dist=1.53988731, lr=0.000100, hard or full='full'
iter 187:, hard_loss_metric=0.20758240, full_loss_metric=0.13384576, full_loss_num=5842.14501953, mean_dist=1.25771725, lr=0.000100, hard or full='full'
iter 188:, hard_loss_metric=0.22575849, full_loss_metric=0.17756653, full_loss_num=7167.17724609, mean_dist=1.35802603, lr=0.000100, hard or full='full'
iter 189:, hard_loss_metric=0.14216605, full_loss_metric=0.17011334, full_loss_num=3500.25805664, mean_dist=1.67658842, lr=0.000100, hard or full='full'
0:07:38.019890
iter 190:, hard_loss_metric=0.18383147, full_loss_metric=0.15301061, full_loss_num=3841.83862305, mean_dist=1.57599509, lr=0.000100, hard or full='full'
iter 191:, hard_loss_metric=0.24697582, full_loss_metric=0.20480558, full_loss_num=6070.80615234, mean_dist=1.44882452, lr=0.000100, hard or full='full'
iter 192:, hard_loss_metric=0.25314572, full_loss_metric=0.25230071, full_loss_num=5655.82226562, mean_dist=1.78691208, lr=0.000100, hard or full='full'
iter 193:, hard_loss_metric=0.19731021, full_loss_metric=0.14385512, full_loss_num=5459.45166016, mean_dist=1.49338448, lr=0.000100, hard or full='full'
iter 194:, hard_loss_metric=0.23349038, full_loss_metric=0.18777475, full_loss_num=6001.69335938, mean_dist=1.55658329, lr=0.000100, hard or full='full'
iter 195:, hard_loss_metric=0.20894979, full_loss_metric=0.19124433, full_loss_num=4527.40332031, mean_dist=1.71687686, lr=0.000100, hard or full='full'
iter 196:, hard_loss_metric=0.15718105, full_loss_metric=0.17484055, full_loss_num=3050.24194336, mean_dist=1.79765391, lr=0.000100, hard or full='full'
iter 197:, hard_loss_metric=0.16133797, full_loss_metric=0.16321434, full_loss_num=3343.19335938, mean_dist=1.67941868, lr=0.000100, hard or full='full'
iter 198:, hard_loss_metric=0.18399800, full_loss_metric=0.18274371, full_loss_num=3531.80639648, mean_dist=1.69625139, lr=0.000100, hard or full='full'
iter 199:, hard_loss_metric=0.16617633, full_loss_metric=0.13854577, full_loss_num=3881.32250977, mean_dist=1.80669665, lr=0.000100, hard or full='full'
0:07:48.495128
iter 200:, hard_loss_metric=0.19998077, full_loss_metric=0.17590442, full_loss_num=5013.98388672, mean_dist=1.71878588, lr=0.000100, hard or full='full'
iter 201:, hard_loss_metric=0.19137110, full_loss_metric=0.17989138, full_loss_num=3828.72558594, mean_dist=1.87193537, lr=0.000100, hard or full='full'
iter 202:, hard_loss_metric=0.17491341, full_loss_metric=0.22193480, full_loss_num=3388.77416992, mean_dist=1.85774529, lr=0.000100, hard or full='full'
iter 203:, hard_loss_metric=0.19069716, full_loss_metric=0.20583372, full_loss_num=3919.09667969, mean_dist=1.86985552, lr=0.000100, hard or full='full'
iter 204:, hard_loss_metric=0.19386356, full_loss_metric=0.15621288, full_loss_num=4404.54833984, mean_dist=1.57660902, lr=0.000100, hard or full='full'
iter 205:, hard_loss_metric=0.13488923, full_loss_metric=0.15409796, full_loss_num=2560.24194336, mean_dist=1.86757517, lr=0.000100, hard or full='full'
iter 206:, hard_loss_metric=0.14921661, full_loss_metric=0.15461355, full_loss_num=3322.79028320, mean_dist=1.68435121, lr=0.000100, hard or full='full'
iter 207:, hard_loss_metric=0.16662136, full_loss_metric=0.15559624, full_loss_num=3373.01611328, mean_dist=1.60707974, lr=0.000100, hard or full='full'
iter 208:, hard_loss_metric=0.17262067, full_loss_metric=0.20511723, full_loss_num=3253.83862305, mean_dist=1.93754911, lr=0.000100, hard or full='full'
iter 209:, hard_loss_metric=0.16517623, full_loss_metric=0.17312983, full_loss_num=3240.35473633, mean_dist=2.03488946, lr=0.000100, hard or full='full'
0:07:54.607299
iter 210:, hard_loss_metric=0.15109082, full_loss_metric=0.16544929, full_loss_num=2949.58056641, mean_dist=2.03658175, lr=0.000100, hard or full='full'
iter 211:, hard_loss_metric=0.20736551, full_loss_metric=0.21477780, full_loss_num=4571.75781250, mean_dist=1.99055791, lr=0.000100, hard or full='full'
iter 212:, hard_loss_metric=0.16876391, full_loss_metric=0.24533379, full_loss_num=3469.51611328, mean_dist=1.85508895, lr=0.000100, hard or full='full'
iter 213:, hard_loss_metric=0.13647042, full_loss_metric=0.13240544, full_loss_num=2575.11279297, mean_dist=1.83283162, lr=0.000100, hard or full='full'
iter 214:, hard_loss_metric=0.16965555, full_loss_metric=0.16490214, full_loss_num=2987.00000000, mean_dist=1.83944356, lr=0.000100, hard or full='full'
iter 215:, hard_loss_metric=0.20671968, full_loss_metric=0.28883582, full_loss_num=3299.04833984, mean_dist=2.05722117, lr=0.000100, hard or full='full'
iter 216:, hard_loss_metric=0.10644370, full_loss_metric=0.14219303, full_loss_num=1815.48376465, mean_dist=1.99097967, lr=0.000100, hard or full='full'
iter 217:, hard_loss_metric=0.13186321, full_loss_metric=0.14341637, full_loss_num=2274.46777344, mean_dist=1.82210243, lr=0.000100, hard or full='full'
iter 218:, hard_loss_metric=0.21667987, full_loss_metric=0.20252261, full_loss_num=3917.72558594, mean_dist=1.87356222, lr=0.000100, hard or full='full'
iter 219:, hard_loss_metric=0.12534446, full_loss_metric=0.15385546, full_loss_num=2502.96777344, mean_dist=1.85304046, lr=0.000100, hard or full='full'
0:07:52.579056
iter 220:, hard_loss_metric=0.10778077, full_loss_metric=0.15452449, full_loss_num=1852.45153809, mean_dist=2.04544497, lr=0.000100, hard or full='full'
iter 221:, hard_loss_metric=0.12909670, full_loss_metric=0.17827111, full_loss_num=2573.19335938, mean_dist=2.01922083, lr=0.000100, hard or full='full'
iter 222:, hard_loss_metric=0.14719588, full_loss_metric=0.15132150, full_loss_num=2379.98388672, mean_dist=1.92674839, lr=0.000100, hard or full='full'
iter 223:, hard_loss_metric=0.14512819, full_loss_metric=0.16248022, full_loss_num=2451.70971680, mean_dist=2.08762288, lr=0.000100, hard or full='full'
iter 224:, hard_loss_metric=0.19881469, full_loss_metric=0.21608582, full_loss_num=3416.48388672, mean_dist=1.99498212, lr=0.000100, hard or full='full'
iter 225:, hard_loss_metric=0.20162380, full_loss_metric=0.21010722, full_loss_num=4880.83837891, mean_dist=1.63939643, lr=0.000100, hard or full='full'
iter 226:, hard_loss_metric=0.13521360, full_loss_metric=0.19969174, full_loss_num=2276.06445312, mean_dist=2.20515227, lr=0.000100, hard or full='full'
iter 227:, hard_loss_metric=0.18153325, full_loss_metric=0.23130386, full_loss_num=3668.88696289, mean_dist=2.24672747, lr=0.000100, hard or full='full'
iter 228:, hard_loss_metric=0.19978333, full_loss_metric=0.19050169, full_loss_num=3348.70947266, mean_dist=2.04152012, lr=0.000100, hard or full='full'
iter 229:, hard_loss_metric=0.16184925, full_loss_metric=0.14610158, full_loss_num=3571.45141602, mean_dist=1.65218580, lr=0.000100, hard or full='full'
0:07:46.783536
iter 230:, hard_loss_metric=0.17744184, full_loss_metric=0.15801226, full_loss_num=3728.53222656, mean_dist=2.01810026, lr=0.000100, hard or full='full'
iter 231:, hard_loss_metric=0.14334986, full_loss_metric=0.16571629, full_loss_num=2095.61279297, mean_dist=2.02457023, lr=0.000100, hard or full='full'
iter 232:, hard_loss_metric=0.20306496, full_loss_metric=0.24666655, full_loss_num=3403.64501953, mean_dist=2.06207705, lr=0.000100, hard or full='full'
iter 233:, hard_loss_metric=0.19483306, full_loss_metric=0.27777314, full_loss_num=3256.01611328, mean_dist=2.07315230, lr=0.000100, hard or full='full'
iter 234:, hard_loss_metric=0.16634475, full_loss_metric=0.18994164, full_loss_num=2718.24194336, mean_dist=2.09033346, lr=0.000100, hard or full='full'
iter 235:, hard_loss_metric=0.15609036, full_loss_metric=0.18863618, full_loss_num=2463.16113281, mean_dist=2.19498420, lr=0.000100, hard or full='full'
iter 236:, hard_loss_metric=0.20611855, full_loss_metric=0.19286124, full_loss_num=4027.16113281, mean_dist=1.58802247, lr=0.000100, hard or full='full'
iter 237:, hard_loss_metric=0.09873310, full_loss_metric=0.14972745, full_loss_num=1670.74194336, mean_dist=1.99772775, lr=0.000100, hard or full='full'
iter 238:, hard_loss_metric=0.10198702, full_loss_metric=0.15293705, full_loss_num=1513.32250977, mean_dist=2.13244987, lr=0.000100, hard or full='full'
iter 239:, hard_loss_metric=0.21007328, full_loss_metric=0.21067250, full_loss_num=3863.93530273, mean_dist=1.91783381, lr=0.000100, hard or full='full'
0:07:49.940868
iter 240:, hard_loss_metric=0.15229559, full_loss_metric=0.18121779, full_loss_num=2523.24194336, mean_dist=1.92877722, lr=0.000100, hard or full='full'
iter 241:, hard_loss_metric=0.18251258, full_loss_metric=0.19710383, full_loss_num=3340.85473633, mean_dist=1.97582006, lr=0.000100, hard or full='full'
iter 242:, hard_loss_metric=0.14799318, full_loss_metric=0.18984902, full_loss_num=2332.72583008, mean_dist=2.11486864, lr=0.000100, hard or full='full'
iter 243:, hard_loss_metric=0.13838823, full_loss_metric=0.20152806, full_loss_num=2354.93530273, mean_dist=1.86728096, lr=0.000100, hard or full='full'
iter 244:, hard_loss_metric=0.18938139, full_loss_metric=0.20466782, full_loss_num=3417.69335938, mean_dist=1.87916017, lr=0.000100, hard or full='full'
iter 245:, hard_loss_metric=0.15129758, full_loss_metric=0.21448740, full_loss_num=2621.48388672, mean_dist=2.06030154, lr=0.000100, hard or full='full'
iter 246:, hard_loss_metric=0.12571758, full_loss_metric=0.17189588, full_loss_num=2180.77416992, mean_dist=1.86926687, lr=0.000100, hard or full='full'
iter 247:, hard_loss_metric=0.22891016, full_loss_metric=0.22196543, full_loss_num=4114.96777344, mean_dist=1.91279328, lr=0.000100, hard or full='full'
iter 248:, hard_loss_metric=0.20865831, full_loss_metric=0.23691341, full_loss_num=3193.46752930, mean_dist=1.98162532, lr=0.000100, hard or full='full'
iter 249:, hard_loss_metric=0.13273081, full_loss_metric=0.15235251, full_loss_num=2100.98388672, mean_dist=2.15412688, lr=0.000100, hard or full='full'
0:07:53.017699
iter 250:, hard_loss_metric=0.17556486, full_loss_metric=0.19789709, full_loss_num=3105.30639648, mean_dist=2.03377032, lr=0.000100, hard or full='full'
iter 251:, hard_loss_metric=0.14285000, full_loss_metric=0.17528172, full_loss_num=2137.14501953, mean_dist=1.89023685, lr=0.000100, hard or full='full'
iter 252:, hard_loss_metric=0.22371082, full_loss_metric=0.20969094, full_loss_num=4034.79028320, mean_dist=1.88734865, lr=0.000100, hard or full='full'
iter 253:, hard_loss_metric=0.14807661, full_loss_metric=0.17743985, full_loss_num=2234.09667969, mean_dist=1.96504676, lr=0.000100, hard or full='full'
iter 254:, hard_loss_metric=0.16728675, full_loss_metric=0.20093089, full_loss_num=2663.16113281, mean_dist=2.01934576, lr=0.000100, hard or full='full'
iter 255:, hard_loss_metric=0.18431470, full_loss_metric=0.24968800, full_loss_num=3060.96752930, mean_dist=2.01583433, lr=0.000100, hard or full='full'
iter 256:, hard_loss_metric=0.15133768, full_loss_metric=0.20555711, full_loss_num=2326.48388672, mean_dist=2.24564433, lr=0.000100, hard or full='full'
iter 257:, hard_loss_metric=0.09194794, full_loss_metric=0.16164714, full_loss_num=1598.27416992, mean_dist=2.04717207, lr=0.000100, hard or full='full'
iter 258:, hard_loss_metric=0.12820385, full_loss_metric=0.14332399, full_loss_num=2869.19335938, mean_dist=1.92197859, lr=0.000100, hard or full='full'
iter 259:, hard_loss_metric=0.11174801, full_loss_metric=0.16044585, full_loss_num=1933.87084961, mean_dist=1.93303776, lr=0.000100, hard or full='full'
0:07:47.454380
iter 260:, hard_loss_metric=0.16256782, full_loss_metric=0.17256720, full_loss_num=2996.64501953, mean_dist=1.82543325, lr=0.000100, hard or full='full'
iter 261:, hard_loss_metric=0.17137389, full_loss_metric=0.20087534, full_loss_num=2792.96777344, mean_dist=1.90608573, lr=0.000100, hard or full='full'
iter 262:, hard_loss_metric=0.10072707, full_loss_metric=0.14400078, full_loss_num=1419.40319824, mean_dist=1.97072899, lr=0.000100, hard or full='full'
iter 263:, hard_loss_metric=0.13628356, full_loss_metric=0.25339654, full_loss_num=2406.79028320, mean_dist=2.01631904, lr=0.000100, hard or full='full'
iter 264:, hard_loss_metric=0.19958560, full_loss_metric=0.18577941, full_loss_num=4379.72558594, mean_dist=1.75020254, lr=0.000100, hard or full='full'
iter 265:, hard_loss_metric=0.16387407, full_loss_metric=0.20230114, full_loss_num=2481.43530273, mean_dist=2.05008245, lr=0.000100, hard or full='full'
iter 266:, hard_loss_metric=0.10583951, full_loss_metric=0.14156640, full_loss_num=1835.93542480, mean_dist=1.98579192, lr=0.000100, hard or full='full'
iter 267:, hard_loss_metric=0.15070941, full_loss_metric=0.15798539, full_loss_num=2517.90307617, mean_dist=1.87375355, lr=0.000100, hard or full='full'
iter 268:, hard_loss_metric=0.11154987, full_loss_metric=0.14080505, full_loss_num=1879.50000000, mean_dist=1.89701080, lr=0.000100, hard or full='full'
iter 269:, hard_loss_metric=0.12971815, full_loss_metric=0.15698382, full_loss_num=2020.77416992, mean_dist=2.22040772, lr=0.000100, hard or full='full'
0:11:48.206025
iter 270:, hard_loss_metric=0.12986241, full_loss_metric=0.16671973, full_loss_num=2347.83862305, mean_dist=1.96651208, lr=0.000100, hard or full='full'
iter 271:, hard_loss_metric=0.15266611, full_loss_metric=0.16582759, full_loss_num=2737.03222656, mean_dist=2.24369907, lr=0.000100, hard or full='full'
iter 272:, hard_loss_metric=0.17802244, full_loss_metric=0.19238926, full_loss_num=3146.98388672, mean_dist=2.07631016, lr=0.000100, hard or full='full'
iter 273:, hard_loss_metric=0.07334200, full_loss_metric=0.15726630, full_loss_num=1107.24194336, mean_dist=2.24439502, lr=0.000100, hard or full='full'
iter 274:, hard_loss_metric=0.13971116, full_loss_metric=0.19437222, full_loss_num=2198.29028320, mean_dist=2.07770205, lr=0.000100, hard or full='full'
iter 275:, hard_loss_metric=0.13504386, full_loss_metric=0.14974196, full_loss_num=2294.35473633, mean_dist=2.09200311, lr=0.000100, hard or full='full'
iter 276:, hard_loss_metric=0.15732935, full_loss_metric=0.24953923, full_loss_num=2443.98388672, mean_dist=2.06595159, lr=0.000100, hard or full='full'
iter 277:, hard_loss_metric=0.09582579, full_loss_metric=0.15221548, full_loss_num=1243.72583008, mean_dist=2.11346292, lr=0.000100, hard or full='full'
iter 278:, hard_loss_metric=0.17488141, full_loss_metric=0.20836952, full_loss_num=2892.93530273, mean_dist=2.05287433, lr=0.000100, hard or full='full'
iter 279:, hard_loss_metric=0.14727147, full_loss_metric=0.23995897, full_loss_num=2189.30639648, mean_dist=1.99584842, lr=0.000100, hard or full='full'
0:07:55.691460
iter 280:, hard_loss_metric=0.16759402, full_loss_metric=0.16788191, full_loss_num=2911.58056641, mean_dist=2.28668499, lr=0.000100, hard or full='full'
iter 281:, hard_loss_metric=0.14284129, full_loss_metric=0.22473663, full_loss_num=2137.14501953, mean_dist=2.06926608, lr=0.000100, hard or full='full'
iter 282:, hard_loss_metric=0.14830162, full_loss_metric=0.21515888, full_loss_num=2182.95166016, mean_dist=2.15939069, lr=0.000100, hard or full='full'
iter 283:, hard_loss_metric=0.13010579, full_loss_metric=0.17334725, full_loss_num=1919.51611328, mean_dist=2.12566400, lr=0.000100, hard or full='full'
iter 284:, hard_loss_metric=0.15547337, full_loss_metric=0.17877570, full_loss_num=2873.00000000, mean_dist=1.87402034, lr=0.000100, hard or full='full'
iter 285:, hard_loss_metric=0.10614561, full_loss_metric=0.13387796, full_loss_num=1913.95153809, mean_dist=2.02263618, lr=0.000100, hard or full='full'
iter 286:, hard_loss_metric=0.15328652, full_loss_metric=0.19591737, full_loss_num=1957.93542480, mean_dist=2.22598553, lr=0.000100, hard or full='full'
iter 287:, hard_loss_metric=0.10416147, full_loss_metric=0.20673405, full_loss_num=1418.72570801, mean_dist=2.39918852, lr=0.000100, hard or full='full'
iter 288:, hard_loss_metric=0.18719099, full_loss_metric=0.21572605, full_loss_num=2493.83862305, mean_dist=2.34469390, lr=0.000100, hard or full='full'
iter 289:, hard_loss_metric=0.11871063, full_loss_metric=0.16737126, full_loss_num=1772.06445312, mean_dist=2.11054516, lr=0.000100, hard or full='full'
0:07:38.599440
iter 290:, hard_loss_metric=0.16251376, full_loss_metric=0.20736946, full_loss_num=2109.03222656, mean_dist=2.31217384, lr=0.000100, hard or full='full'
iter 291:, hard_loss_metric=0.15363139, full_loss_metric=0.33035856, full_loss_num=2479.12890625, mean_dist=2.29434681, lr=0.000100, hard or full='full'
iter 292:, hard_loss_metric=0.16136564, full_loss_metric=0.18209374, full_loss_num=2690.62890625, mean_dist=2.21354723, lr=0.000100, hard or full='full'
iter 293:, hard_loss_metric=0.08348157, full_loss_metric=0.14077380, full_loss_num=1182.62902832, mean_dist=2.24610996, lr=0.000100, hard or full='full'
iter 294:, hard_loss_metric=0.15681565, full_loss_metric=0.15564084, full_loss_num=2464.40307617, mean_dist=2.01786089, lr=0.000100, hard or full='full'
iter 295:, hard_loss_metric=0.18561451, full_loss_metric=0.25971270, full_loss_num=2942.58056641, mean_dist=2.04630136, lr=0.000100, hard or full='full'
iter 296:, hard_loss_metric=0.13311942, full_loss_metric=0.15960464, full_loss_num=2586.09667969, mean_dist=1.87396002, lr=0.000100, hard or full='full'
iter 297:, hard_loss_metric=0.09929491, full_loss_metric=0.13883504, full_loss_num=1478.33862305, mean_dist=2.02985382, lr=0.000100, hard or full='full'
iter 298:, hard_loss_metric=0.18938132, full_loss_metric=0.21315840, full_loss_num=3041.03222656, mean_dist=1.98593605, lr=0.000100, hard or full='full'
iter 299:, hard_loss_metric=0.11138708, full_loss_metric=0.18398854, full_loss_num=1689.24194336, mean_dist=2.22413325, lr=0.000100, hard or full='full'
0:07:46.767623
iter 300:, hard_loss_metric=0.16157286, full_loss_metric=0.18188202, full_loss_num=3062.70947266, mean_dist=1.94922268, lr=0.000100, hard or full='full'
iter 301:, hard_loss_metric=0.11635567, full_loss_metric=0.14853056, full_loss_num=1985.59667969, mean_dist=2.01195955, lr=0.000100, hard or full='full'
iter 302:, hard_loss_metric=0.15571688, full_loss_metric=0.18003100, full_loss_num=2341.29028320, mean_dist=1.95488715, lr=0.000100, hard or full='full'
iter 303:, hard_loss_metric=0.07431381, full_loss_metric=0.11761436, full_loss_num=1026.00000000, mean_dist=2.16366029, lr=0.000100, hard or full='full'
iter 304:, hard_loss_metric=0.08692595, full_loss_metric=0.13911173, full_loss_num=1392.90319824, mean_dist=2.12912631, lr=0.000100, hard or full='full'
iter 305:, hard_loss_metric=0.13885565, full_loss_metric=0.14821599, full_loss_num=2491.61279297, mean_dist=1.78675151, lr=0.000100, hard or full='full'
iter 306:, hard_loss_metric=0.13643329, full_loss_metric=0.17013752, full_loss_num=1862.33862305, mean_dist=2.28201103, lr=0.000100, hard or full='full'
iter 307:, hard_loss_metric=0.10885778, full_loss_metric=0.18075891, full_loss_num=1317.08056641, mean_dist=2.41947532, lr=0.000100, hard or full='full'
iter 308:, hard_loss_metric=0.12303809, full_loss_metric=0.16402857, full_loss_num=1645.37097168, mean_dist=2.34495306, lr=0.000100, hard or full='full'
iter 309:, hard_loss_metric=0.12290376, full_loss_metric=0.17005615, full_loss_num=1816.54833984, mean_dist=2.14686561, lr=0.000100, hard or full='full'
0:09:13.567735
iter 310:, hard_loss_metric=0.15331449, full_loss_metric=0.17883188, full_loss_num=2320.82250977, mean_dist=2.04223561, lr=0.000100, hard or full='full'
iter 311:, hard_loss_metric=0.09720543, full_loss_metric=0.17503573, full_loss_num=1489.48388672, mean_dist=2.30567145, lr=0.000100, hard or full='full'
iter 312:, hard_loss_metric=0.11403538, full_loss_metric=0.14935955, full_loss_num=1713.27416992, mean_dist=2.19822645, lr=0.000100, hard or full='full'
iter 313:, hard_loss_metric=0.09347171, full_loss_metric=0.18686712, full_loss_num=1224.51611328, mean_dist=2.50018740, lr=0.000100, hard or full='full'
iter 314:, hard_loss_metric=0.15968704, full_loss_metric=0.17801183, full_loss_num=1935.88708496, mean_dist=2.35053468, lr=0.000100, hard or full='full'
iter 315:, hard_loss_metric=0.14082852, full_loss_metric=0.17849436, full_loss_num=1746.11279297, mean_dist=2.48588967, lr=0.000100, hard or full='full'
iter 316:, hard_loss_metric=0.16512507, full_loss_metric=0.23147340, full_loss_num=2522.16113281, mean_dist=2.37709427, lr=0.000100, hard or full='full'
iter 317:, hard_loss_metric=0.11484337, full_loss_metric=0.24822955, full_loss_num=1730.17736816, mean_dist=2.71992660, lr=0.000100, hard or full='full'
iter 318:, hard_loss_metric=0.11185639, full_loss_metric=0.16487268, full_loss_num=1715.32250977, mean_dist=2.36054850, lr=0.000100, hard or full='full'
iter 319:, hard_loss_metric=0.11644309, full_loss_metric=0.15915245, full_loss_num=1449.35473633, mean_dist=2.48776984, lr=0.000100, hard or full='full'
0:07:50.738629
iter 320:, hard_loss_metric=0.09645087, full_loss_metric=0.18429427, full_loss_num=1291.46765137, mean_dist=2.70461679, lr=0.000100, hard or full='full'
iter 321:, hard_loss_metric=0.19408749, full_loss_metric=0.25184268, full_loss_num=2473.09667969, mean_dist=2.42421389, lr=0.000100, hard or full='full'
iter 322:, hard_loss_metric=0.05844848, full_loss_metric=0.13401634, full_loss_num=734.77416992, mean_dist=2.49624467, lr=0.000100, hard or full='full'
iter 323:, hard_loss_metric=0.09737320, full_loss_metric=0.16821526, full_loss_num=1023.53222656, mean_dist=2.67724347, lr=0.000100, hard or full='full'
iter 324:, hard_loss_metric=0.08272641, full_loss_metric=0.22728403, full_loss_num=917.51611328, mean_dist=2.63227344, lr=0.000100, hard or full='full'
iter 325:, hard_loss_metric=0.12426477, full_loss_metric=0.17565517, full_loss_num=2106.56445312, mean_dist=2.35422468, lr=0.000100, hard or full='full'
iter 326:, hard_loss_metric=0.14021559, full_loss_metric=0.21011524, full_loss_num=1866.14514160, mean_dist=2.29553604, lr=0.000100, hard or full='full'
iter 327:, hard_loss_metric=0.11170808, full_loss_metric=0.20481372, full_loss_num=1287.83862305, mean_dist=2.40547681, lr=0.000100, hard or full='full'
iter 328:, hard_loss_metric=0.09070988, full_loss_metric=0.16917700, full_loss_num=1116.90319824, mean_dist=2.25099564, lr=0.000100, hard or full='full'
iter 329:, hard_loss_metric=0.14429566, full_loss_metric=0.17638086, full_loss_num=2238.79028320, mean_dist=1.85047960, lr=0.000100, hard or full='full'
0:07:46.951202
iter 330:, hard_loss_metric=0.12827577, full_loss_metric=0.18839194, full_loss_num=1477.38708496, mean_dist=2.44799471, lr=0.000100, hard or full='full'
iter 331:, hard_loss_metric=0.08848885, full_loss_metric=0.15684380, full_loss_num=1164.38708496, mean_dist=2.44513726, lr=0.000100, hard or full='full'
iter 332:, hard_loss_metric=0.09542971, full_loss_metric=0.20832835, full_loss_num=1202.80639648, mean_dist=2.45362163, lr=0.000100, hard or full='full'
iter 333:, hard_loss_metric=0.11544377, full_loss_metric=0.19931731, full_loss_num=1442.33862305, mean_dist=2.52599525, lr=0.000100, hard or full='full'
iter 334:, hard_loss_metric=0.12206294, full_loss_metric=0.23096032, full_loss_num=1582.54833984, mean_dist=2.41759396, lr=0.000100, hard or full='full'
iter 335:, hard_loss_metric=0.19841349, full_loss_metric=0.32867110, full_loss_num=2785.72583008, mean_dist=2.54345202, lr=0.000100, hard or full='full'
iter 336:, hard_loss_metric=0.13750741, full_loss_metric=0.16996765, full_loss_num=1963.74182129, mean_dist=2.31821418, lr=0.000100, hard or full='full'
iter 337:, hard_loss_metric=0.10517312, full_loss_metric=0.19555740, full_loss_num=1160.16125488, mean_dist=2.80067801, lr=0.000100, hard or full='full'
iter 338:, hard_loss_metric=0.10011435, full_loss_metric=0.17074051, full_loss_num=1547.27416992, mean_dist=2.23444629, lr=0.000100, hard or full='full'
iter 339:, hard_loss_metric=0.15170844, full_loss_metric=0.21951647, full_loss_num=2003.79028320, mean_dist=2.46622086, lr=0.000100, hard or full='full'
0:49:04.303224
iter 340:, hard_loss_metric=0.08821534, full_loss_metric=0.17763527, full_loss_num=1151.91931152, mean_dist=2.45532417, lr=0.000100, hard or full='full'
iter 341:, hard_loss_metric=0.07262757, full_loss_metric=0.13513875, full_loss_num=822.17736816, mean_dist=2.35965014, lr=0.000100, hard or full='full'
iter 342:, hard_loss_metric=0.15043828, full_loss_metric=0.22099140, full_loss_num=2190.80639648, mean_dist=2.19296646, lr=0.000100, hard or full='full'
iter 343:, hard_loss_metric=0.14801949, full_loss_metric=0.26877242, full_loss_num=2290.74194336, mean_dist=2.49231195, lr=0.000100, hard or full='full'
iter 344:, hard_loss_metric=0.08369540, full_loss_metric=0.18053603, full_loss_num=1079.75805664, mean_dist=2.46985745, lr=0.000100, hard or full='full'
iter 345:, hard_loss_metric=0.09705060, full_loss_metric=0.18210654, full_loss_num=1555.29028320, mean_dist=2.14548945, lr=0.000100, hard or full='full'
iter 346:, hard_loss_metric=0.13603176, full_loss_metric=0.23771420, full_loss_num=2282.74194336, mean_dist=2.07542205, lr=0.000100, hard or full='full'
iter 347:, hard_loss_metric=0.14627635, full_loss_metric=0.16697671, full_loss_num=2590.48388672, mean_dist=1.95875251, lr=0.000100, hard or full='full'
iter 348:, hard_loss_metric=0.07747467, full_loss_metric=0.15302961, full_loss_num=1076.70959473, mean_dist=2.24313450, lr=0.000100, hard or full='full'
iter 349:, hard_loss_metric=0.11955252, full_loss_metric=0.16442749, full_loss_num=1922.46765137, mean_dist=2.16926527, lr=0.000100, hard or full='full'
0:11:08.205728
iter 350:, hard_loss_metric=0.10456061, full_loss_metric=0.14125936, full_loss_num=1365.37097168, mean_dist=1.96084225, lr=0.000100, hard or full='full'
iter 351:, hard_loss_metric=0.09434092, full_loss_metric=0.13470605, full_loss_num=1493.82250977, mean_dist=2.29621983, lr=0.000100, hard or full='full'
iter 352:, hard_loss_metric=0.08347962, full_loss_metric=0.15892132, full_loss_num=1400.83862305, mean_dist=2.19461370, lr=0.000100, hard or full='full'
iter 353:, hard_loss_metric=0.11962382, full_loss_metric=0.14290261, full_loss_num=2221.66113281, mean_dist=1.98117197, lr=0.000100, hard or full='full'
iter 354:, hard_loss_metric=0.11637641, full_loss_metric=0.16165966, full_loss_num=1841.46765137, mean_dist=2.17736268, lr=0.000100, hard or full='full'
iter 355:, hard_loss_metric=0.09790532, full_loss_metric=0.16234320, full_loss_num=1470.22570801, mean_dist=2.45873404, lr=0.000100, hard or full='full'
iter 356:, hard_loss_metric=0.06562319, full_loss_metric=0.13021311, full_loss_num=786.72576904, mean_dist=2.20386124, lr=0.000100, hard or full='full'
